Src-Tgt,NodeName,c_Index
4628,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2315
4629, ADAMTS12,2315
4630,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2316
4631, GPC5,2316
4632,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2317
4633, LINC01507,2317
4634,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2318
4635, GRIK1,2318
4636,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2319
4637, FER1L6-AS2,2319
4638,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2320
4639, MAST4,2320
4640,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2321
4641, FEZF2,2321
4642,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2322
4643, NREP-AS1,2322
4644,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2323
4645,FER1L6-AS2,2323
4646,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2324
4647, GPC5,2324
4648,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2325
4649, NPSR1-AS1,2325
4650,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2326
4651, PDE1A,2326
4652,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2327
4653, ROBO3,2327
4654,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2328
4655, TRPM3,2328
4656,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2329
4657, NPSR1,2329
4658,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2330
4659, RALYL,2330
4660,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2331
4661, FEZF2,2331
4662,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2332
4663, PKD2L1,2332
4664,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2333
4665,IFNG-AS1,2333
4666,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2334
4667, GPC6,2334
4668,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2335
4669, CD36,2335
4670,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2336
4671, GRIK1,2336
4672,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2337
4673, GDNF-AS1,2337
4674,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2338
4675, PVT1,2338
4676,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2339
4677, NPSR1,2339
4678,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2340
4679, LRRC4C,2340
4680,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2341
4681, FEZF2,2341
4682,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2342
4683, RNF144A-AS1,2342
4684,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2343
4685,NPFFR2,2343
4686,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2344
4687, COL22A1,2344
4688,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2345
4689, FAM19A2,2345
4690,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2346
4691, IL1RAPL2,2346
4692,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2347
4693, FNBP1L,2347
4694,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2348
4695, RXFP1,2348
4696,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2349
4697, LRRC7,2349
4698,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2350
4699, RORB,2350
4700,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2351
4701, KCNH5,2351
4702,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2352
4703, MED8,2352
4704,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2353
4705,NPFFR2,2353
4706,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2354
4707, TESPA1,2354
4708,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2355
4709, CRH,2355
4710,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2356
4711, RCAN2,2356
4712,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2357
4713, THEMIS,2357
4714,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2358
4715, NELL1,2358
4716,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2359
4717, BDNF,2359
4718,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2360
4719, CA10,2360
4720,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2361
4721, RXFP1,2361
4722,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2362
4723, FGF10,2362
4724,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2363
4725,LINC01060,2363
4726,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2364
4727, HCRTR2,2364
4728,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2365
4729, SEMA3E,2365
4730,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2366
4731, DPP4,2366
4732,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2367
4733, THEMIS,2367
4734,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2368
4735, LINC01116,2368
4736,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2369
4737,SEMA3E,2369
4738,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2370
4739, TRPC6,2370
4740,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2371
4741, SEMA5A,2371
4742,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2372
4743, THEMIS,2372
4744,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2373
4745, DDR2,2373
4746,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2374
4747, RNF152,2374
4748,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2375
4749, LINC01060,2375
4750,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2376
4751, EGFEM1P,2376
4752,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2377
4753, RGPD6,2377
4754,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2378
4755,KCNG2,2378
4756,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2379
4757, GRIN3A,2379
4758,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2380
4759, CCBE1,2380
4760,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2381
4761, COL21A1,2381
4762,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2382
4763, THEMIS,2382
4764,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2383
4765, EPHA6,2383
4766,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2384
4767, MKX,2384
4768,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2385
4769, LDLRAD4,2385
4770,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2386
4771, HS3ST2,2386
4772,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2387
4773, SLC22A18,2387
4774,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2388
4775,TNC,2388
4776,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2389
4777, SAMD5,2389
4778,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2390
4779, NPFFR2,2390
4780,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2391
4781, NELL1,2391
4782,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2392
4783, FAP,2392
4784,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2393
4785, LRP1B,2393
4786,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2394
4787, DACH1,2394
4788,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2395
4789, CDH6,2395
4790,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2396
4791, THEMIS,2396
4792,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2397
4793, VILL,2397
4794,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2398
4795,SEMA3E,2398
4796,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2399
4797, OPCML,2399
4798,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2400
4799, EGFEM1P,2400
4800,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2401
4801, LRRTM4,2401
4802,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2402
4803, SEMA5A,2402
4804,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2403
4805, RALYL,2403
4806,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2404
4807, HS3ST4,2404
4808,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2405
4809, PRKD1,2405
4810,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2406
4811, FEZF2,2406
4812,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2407
4813, C9ORF135-AS1,2407
4814,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2408
4815,NR4A2,2408
4816,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2409
4817, TMEM244,2409
4818,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2410
4819, CTGF,2410
4820,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2411
4821, CALCRL,2411
4822,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2412
4823, MCTP2,2412
4824,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2413
4825, CLDN1,2413
4826,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2414
4827, ERG,2414
4828,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2415
4829, EPB41L4A,2415
4830,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2416
4831, FEZF2,2416
4832,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2417
4833, CFTR,2417
4834,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2418
4835,CALCRL,2418
4836,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2419
4837, ALDOA,2419
4838,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2420
4839, SEMA3E,2420
4840,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2421
4841, XIST,2421
4842,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2422
4843, SEMA5A,2422
4844,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2423
4845, EGFEM1P,2423
4846,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2424
4847, FEZF2,2424
4848,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2425
4849, FILIP1L,2425
4850,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2426
4851,CD36,2426
4852,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2427
4853, NRXN3,2427
4854,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2428
4855, IFNG-AS1,2428
4856,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2429
4857, KCNQ5,2429
4858,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2430
4859, FER1L6-AS2,2430
4860,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2431
4861, PCDH11X,2431
4862,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2432
4863, HTR2C,2432
4864,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2433
4865, DGKI,2433
4866,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2434
4867, NPSR1-AS1,2434
4868,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2435
4869, FEZF2,2435
4870,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2436
4871,GADL1,2436
4872,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2437
4873, ALCAM,2437
4874,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2438
4875, MYHAS,2438
4876,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2439
4877, PCED1B,2439
4878,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2440
4879, CALCRL,2440
4880,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2441
4881, LINC01105,2441
4882,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2442
4883, FER1L6-AS2,2442
4884,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2443
4885, ZNF385D-AS2,2443
4886,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2444
4887, FEZF2,2444
4888,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2445
4889, LPO,2445
4890,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2446
4891,SYT6,2446
4892,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2447
4893, KCNC2,2447
4894,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2448
4895, MCTP2,2448
4896,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2449
4897, CTNND2,2449
4898,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2450
4899, SULF1,2450
4900,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2451
4901, KIAA1217,2451
4902,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2452
4903, RBM20,2452
4904,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2453
4905, PLXDC2,2453
4906,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2454
4907, FEZF2,2454
4908,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2455
4909, OR1L8,2455
4910,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2456
4911,SEMA3E,2456
4912,[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679),2457
